percentiles,total_stays,avg_charges,min_cost,max_cost
"[51.040000915527344,95.44000244140625,102.62000274658203,113.87999725341797,128.07000732421875,150.30000305175781,161.0,174.10000610351562,183.33000183105469,197.36000061035156,207.89000701904297,226.44000244140625,236.22000122070312,289.56001281738281,321.65000534057617,337.989990234375,384.04000854492188,457.58000183105469,1081.2900085449219,3342.9900512695312,47149.69970703125]",128,2.4765625,51.040000915527344,47149.69970703125
