percentiles_by_5pct,total_stays,min_cost,max_cost
"[0.039999999105930328,1.0199999809265137,1.9800000190734863,2.4300000071525574,3.059999942779541,4.0399999618530273,4.9000000953674316,5.4000002145767212,6.4200003147125244,7.3799999356269836,8.3999996185302734,9.9000000953674316,54.800000190734863,241.47999572753906,395.3599853515625,706.239990234375,950.49000549316406,1300.5899505615234,1901.219970703125,4001.81982421875,73436.4013671875]",940,0.039999999105930328,73436.4013671875
