merch_state,month_date,retail_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
NC,2025-01-01,41.290000915527344,3880751,17329,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-01-01,31.030000686645508,3517200,8033,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-01-01,40.889999389648438,3413810,14690,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-01-01,76.050003051757812,3145863,10735,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-01-01,52.400001525878906,3076562,16746,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-01-01,42.360000610351562,3025111,10032,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-01-01,29.430000305175781,2784284,10575,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-01-01,51.819999694824219,2722078,12620,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-01-01,50.209999084472656,2719576,12075,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-01-01,35.729999542236328,2650438,10324,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-01-01,39.75,2506759,10082,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-01-01,50.729999542236328,2448139,11128,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-01-01,37.270000457763672,2375712,8125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-01-01,66.139999389648438,2310169,8942,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-01-01,49.279998779296875,2043942,8342,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-01-01,42.7599983215332,1945198,8629,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-01-01,37.700000762939453,1918958,6879,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-01-01,61.549999237060547,1911863,10188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-01-01,43.389999389648438,1774874,8321,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-01-01,62.470001220703125,1488513,6758,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-01-01,44.700000762939453,1480241,5625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-01-01,49.0099983215332,1129616,4500,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-01-01,51.150001525878906,1010628,3517,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-01-01,51.970001220703125,966715,6746,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-01-01,35.209999084472656,828063,3512,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-01-01,35.590000152587891,821992,3250,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-01-01,40.159999847412109,724626,3389,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-01-01,47.939998626708984,689062,4628,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-01-01,46.380001068115234,654031,3081,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-01-01,25.510000228881836,343521,1672,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-01-01,38.520000457763672,229124,1198,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-01-01,41.650001525878906,189167,1161,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-02-01,27.1299991607666,98619700,235395,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-02-01,38.75,22922056,79906,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-02-01,37.5,22192680,98365,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-02-01,39.069999694824219,15024625,73323,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-02-01,42.090000152587891,12020245,52667,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-02-01,30.540000915527344,10588029,91736,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-02-01,48.299999237060547,6594883,26022,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-02-01,53.220001220703125,5982802,25841,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-02-01,36.700000762939453,5580868,25691,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-02-01,43.099998474121094,5294919,22811,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-02-01,36.900001525878906,5122837,21665,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-02-01,25.909999847412109,5066321,19562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-02-01,44.020000457763672,4718793,21090,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-02-01,34.7400016784668,4694248,14412,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-02-01,32.139999389648438,4599501,20139,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-02-01,51.0099983215332,4584752,21776,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-02-01,39.7400016784668,4236768,19190,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-02-01,37.709999084472656,4203311,19328,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-02-01,32.220001220703125,4119909,10016,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-02-01,41.360000610351562,3600107,16957,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-02-01,40.779998779296875,3527149,14770,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-02-01,32.229999542236328,3433973,7967,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-02-01,43.659999847412109,3095997,10684,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-02-01,65.449996948242188,2906244,10095,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-02-01,37.830001831054688,2883884,11207,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-02-01,32.080001831054688,2845961,11086,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-02-01,39.680000305175781,2836584,11534,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-02-01,50.549999237060547,2728912,15284,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-02-01,38.830001831054688,2611755,8791,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-02-01,40.900001525878906,2407960,9599,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-02-01,47.75,2337655,11418,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-02-01,50.400001525878906,2260790,10661,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-02-01,48.189998626708984,2071581,8475,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-02-01,40.549999237060547,2064269,7238,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-02-01,60.110000610351562,1908028,7438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-02-01,46.159999847412109,1846955,8944,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-02-01,63.419998168945312,1754502,9324,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-02-01,67.1500015258789,1704340,7745,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-02-01,38.040000915527344,1590997,7626,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-02-01,42.779998779296875,1262767,5094,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-02-01,48.689998626708984,1133740,4439,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-02-01,35.2400016784668,958744,3638,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-02-01,51.0,877721,3085,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-02-01,53.099998474121094,863842,5284,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-02-01,36.889999389648438,714707,3179,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-02-01,40.169998168945312,674205,3318,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-02-01,46.5099983215332,610866,3937,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-02-01,45.520000457763672,605152,3046,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-02-01,22.209999084472656,322918,1621,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-02-01,44.090000152587891,222035,1223,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-02-01,43.209999084472656,180180,1041,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-03-01,27.549999237060547,106262377,242378,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-03-01,38.4900016784668,22821024,99177,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-03-01,37.349998474121094,19522057,94244,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-03-01,48.360000610351562,18305381,72720,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-03-01,43.520000457763672,14102336,62144,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-03-01,31.420000076293945,12037445,99259,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-03-01,43.419998168945312,7520534,27640,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-03-01,42.459999084472656,6912121,27442,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-03-01,37.439998626708984,6725112,29748,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-03-01,53.900001525878906,6703540,28713,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-03-01,47.150001525878906,6512148,30619,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-03-01,44.680000305175781,6343488,25824,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-03-01,26.469999313354492,6031167,22939,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-03-01,37.169998168945312,6003209,25555,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-03-01,41.599998474121094,5886334,26458,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-03-01,37.0099983215332,5856923,18320,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-03-01,32.790000915527344,5473337,23608,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-03-01,31.819999694824219,4754710,11058,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-03-01,42.389999389648438,4688715,19376,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-03-01,37.729999542236328,4662153,19608,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-03-01,41.540000915527344,4640900,21020,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-03-01,35.090000152587891,4226431,9287,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-03-01,44.7400016784668,4225791,13975,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-03-01,34.450000762939453,3644355,14193,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-03-01,37.700000762939453,3431548,13332,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-03-01,42.299999237060547,3421980,13283,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-03-01,69.360000610351562,3304490,11361,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-03-01,44.669998168945312,3223334,10331,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-03-01,50.090000152587891,3171526,16945,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-03-01,43.380001068115234,2911392,11381,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-03-01,52.319999694824219,2886967,12363,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-03-01,45.939998626708984,2610309,12653,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-03-01,40.939998626708984,2606562,8950,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-03-01,51.439998626708984,2495513,12370,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-03-01,52.090000152587891,2460634,12137,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-03-01,54.720001220703125,2309320,9222,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-03-01,60.200000762939453,1995688,10385,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-03-01,54.400001525878906,1649203,7959,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-03-01,40.2599983215332,1607869,7913,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-03-01,43.9900016784668,1550188,5711,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-03-01,50.389999389648438,1426502,5343,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-03-01,37.470001220703125,1192455,4507,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-03-01,55.229999542236328,1016662,5137,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-03-01,51.799999237060547,945362,3122,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-03-01,37.189998626708984,893715,3805,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-03-01,41.869998931884766,863017,4144,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-03-01,48.369998931884766,703898,4648,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-03-01,46.830001831054688,627443,3021,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-03-01,25.889999389648438,438184,2272,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-03-01,42.330001831054688,257334,1280,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-03-01,40.869998931884766,199463,1253,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-03-01,256.3800048828125,8,1,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-04-01,27.709999084472656,96433631,216516,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-04-01,42.369998931884766,17322484,84166,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-04-01,37.779998779296875,15202008,75374,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-04-01,56.409999847412109,10935601,42520,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-04-01,43.159999847412109,10925661,49809,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-04-01,31.950000762939453,7768179,74413,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-04-01,41.659999847412109,6343347,23892,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-04-01,53.209999084472656,6209398,26631,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-04-01,43.900001525878906,5807438,23698,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-04-01,44.819999694824219,5706323,24064,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-04-01,36.209999084472656,5586245,17427,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-04-01,36.869998931884766,5394199,24777,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-04-01,25.649999618530273,5207721,20932,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-04-01,35.860000610351562,5173052,22191,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-04-01,49.680000305175781,5136042,24312,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-04-01,31.540000915527344,5001299,21551,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-04-01,40.319999694824219,4516570,21398,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-04-01,40.900001525878906,4508694,19669,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-04-01,34.590000152587891,4473941,18122,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-04-01,32.229999542236328,3825209,9479,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-04-01,40.569999694824219,3796187,16440,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-04-01,32.860000610351562,3439777,8126,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-04-01,43.7599983215332,3354295,11333,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-04-01,34.110000610351562,3143364,12528,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-04-01,65.620002746582031,3012133,10424,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-04-01,48.779998779296875,2970986,11827,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-04-01,37.139999389648438,2830398,10834,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-04-01,49.479999542236328,2808148,15022,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-04-01,45.25,2780966,11106,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-04-01,40.970001220703125,2657310,10658,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-04-01,40.270000457763672,2616454,8645,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-04-01,51.470001220703125,2480152,11979,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-04-01,44.810001373291016,2475198,12732,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-04-01,47.459999084472656,2063029,9972,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-04-01,38.840000152587891,1991255,7135,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-04-01,57.119998931884766,1933865,7911,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-04-01,55.840000152587891,1772049,9344,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-04-01,40.2400016784668,1560498,7408,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-04-01,54.110000610351562,1552208,7860,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-04-01,44.970001220703125,1381685,5017,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-04-01,47.799999237060547,1226418,4657,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-04-01,36.290000915527344,1067226,3982,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-04-01,53.029998779296875,861670,4477,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-04-01,36.689998626708984,822612,3449,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-04-01,40.110000610351562,776548,3775,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
