merch_state,month_date,retail_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
VT,2025-04-01,51.569999694824219,743591,2469,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-04-01,44.880001068115234,589159,3845,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-04-01,49.669998168945312,553414,2699,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-04-01,26.850000381469727,362895,1863,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-04-01,43.680000305175781,285570,1582,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-04-01,39.200000762939453,196606,1235,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-05-01,28.979999542236328,92043510,206701,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-05-01,42.470001220703125,16188175,79557,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-05-01,38.630001068115234,14324842,67381,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-05-01,43.0,10822354,50199,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-05-01,55.950000762939453,10510934,41702,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-05-01,52.299999237060547,6145546,27146,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-05-01,43.020000457763672,5858866,25578,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-05-01,42.970001220703125,5804975,24026,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-05-01,34.139999389648438,5752293,62081,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-05-01,44.299999237060547,5337813,22533,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-05-01,37.790000915527344,5284332,17351,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-05-01,39.520000457763672,5233347,24226,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-05-01,49.700000762939453,5151680,23332,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-05-01,40.450000762939453,5105632,23704,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-05-01,25.940000534057617,5104112,20860,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-05-01,34.020000457763672,5060800,23017,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-05-01,36.069999694824219,5009620,22240,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-05-01,40.220001220703125,4729399,20737,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-05-01,37.779998779296875,4677701,18681,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-05-01,32.650001525878906,3964077,9628,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-05-01,42.5099983215332,3790201,15845,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-05-01,45.669998168945312,3651405,12016,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-05-01,34.090000152587891,3592945,10085,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-05-01,34.310001373291016,3074669,12667,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-05-01,66.7300033569336,3010734,10879,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-05-01,49.9900016784668,2916386,12257,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-05-01,41.2400016784668,2844376,11598,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-05-01,44.020000457763672,2786586,11060,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-05-01,39.599998474121094,2751401,10607,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-05-01,49.220001220703125,2663972,15095,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-05-01,43.729999542236328,2621765,8863,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-05-01,49.4900016784668,2557613,13736,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-05-01,42.380001068115234,2485505,13752,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-05-01,40.389999389648438,2167652,7924,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-05-01,54.389999389648438,2036403,8499,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-05-01,55.080001831054688,2020159,11032,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-05-01,42.959999084472656,1907949,9051,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-05-01,54.020000457763672,1806109,9650,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-05-01,49.7400016784668,1714646,7646,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-05-01,43.869998931884766,1432401,5189,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-05-01,47.689998626708984,1358548,5421,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-05-01,37.659999847412109,1016783,4003,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-05-01,53.5,906722,4696,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-05-01,36.790000915527344,860493,3879,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-05-01,41.919998168945312,850275,4219,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-05-01,51.549999237060547,756990,2535,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-05-01,43.419998168945312,742467,4395,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-05-01,44.959999084472656,561975,2927,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-05-01,38.669998168945312,420118,2175,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-05-01,28.1200008392334,313235,1627,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-05-01,36.049999237060547,195192,1272,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-05-01,192.72000122070312,3,1,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-06-01,29.840000152587891,102492142,249609,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-06-01,38.150001525878906,19606129,81692,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-06-01,41.319999694824219,18005182,94188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-06-01,41.860000610351562,14424745,66006,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-06-01,52.119998931884766,10843715,45416,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-06-01,40.020000457763672,7757177,30213,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-06-01,40.520000457763672,7524681,29892,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-06-01,42.430000305175781,7384336,33277,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-06-01,33.130001068115234,6959842,79885,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-06-01,39.529998779296875,6869700,31628,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-06-01,36.680000305175781,6547603,22255,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-06-01,49.650001525878906,6467163,29391,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-06-01,47.900001525878906,6219297,26347,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-06-01,34.619998931884766,6075355,26921,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-06-01,30.450000762939453,5933714,23931,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-06-01,33.7400016784668,5887829,27375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-06-01,40.439998626708984,5840098,25279,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-06-01,39.200000762939453,5820424,28672,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-06-01,27.139999389648438,5677252,24127,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-06-01,43.810001373291016,4921958,16230,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-06-01,39.349998474121094,4900725,18247,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-06-01,31.75,4666454,11106,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-06-01,32.9900016784668,4640317,13886,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-06-01,43.25,4181085,17797,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-06-01,40.25,3561868,14711,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-06-01,40.130001068115234,3373630,19528,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-06-01,47.020000457763672,3282740,19953,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-06-01,36.639999389648438,3279643,12740,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-06-01,37.369998931884766,3278413,13891,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-06-01,42.2400016784668,3208195,10739,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-06-01,45.630001068115234,3203449,14357,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-06-01,68.319999694824219,3137855,11725,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-06-01,48.430000305175781,3038254,17939,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-06-01,44.090000152587891,2996116,14823,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-06-01,37.290000915527344,2514328,9682,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-06-01,50.720001220703125,2467587,10469,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-06-01,49.729999542236328,2384925,12807,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-06-01,44.4900016784668,2175017,10629,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-06-01,59.380001068115234,1943578,8839,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-06-01,44.830001831054688,1772922,7539,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-06-01,43.049999237060547,1761005,6728,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-06-01,38.930000305175781,1235630,5920,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-06-01,37.479999542236328,1143936,4659,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-06-01,43.270000457763672,1131891,6937,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-06-01,52.4900016784668,1001184,5522,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-06-01,41.110000610351562,966495,4923,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-06-01,53.090000152587891,852682,2945,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-06-01,42.939998626708984,805004,4960,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-06-01,35.200000762939453,762624,3789,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-06-01,26.180000305175781,396228,2118,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-06-01,37.159999847412109,285135,1882,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-06-01,3.309999942779541,16,2,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-07-01,29.729999542236328,114814477,277798,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-07-01,40.610000610351562,21542350,91120,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-07-01,42.069999694824219,20798935,107934,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-07-01,42.150001525878906,16496202,73859,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-07-01,53.75,12844447,52174,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-07-01,41.159999847412109,9383389,41404,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-07-01,40.959999084472656,9094426,35593,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-07-01,40.400001525878906,9060444,35417,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-07-01,39.959999084472656,8003914,37264,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-07-01,36.569999694824219,7996407,83206,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-07-01,50.659999847412109,7594095,34254,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-07-01,36.720001220703125,7549758,25129,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-07-01,49.7599983215332,7284282,31178,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-07-01,35.779998779296875,7234559,31140,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-07-01,32.669998168945312,7107495,28051,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-07-01,40.2400016784668,6834612,28869,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-07-01,35.0,6679512,30439,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-07-01,40.360000610351562,6622021,31767,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-07-01,40.130001068115234,6353974,22232,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-07-01,26.450000762939453,5889807,25410,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-07-01,44.279998779296875,5543693,18693,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-07-01,32.810001373291016,5439667,16664,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-07-01,32.220001220703125,5140289,12282,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-07-01,45.430000305175781,4947282,22779,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-07-01,37.200000762939453,4289884,23958,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-07-01,74.589996337890625,4239106,15077,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-07-01,41.439998626708984,4117758,17119,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-07-01,47.599998474121094,3911415,22196,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-07-01,39.979999542236328,3893157,16178,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-07-01,43.720001220703125,3876281,12801,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-07-01,38.7400016784668,3777776,16038,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-07-01,38.380001068115234,3754606,15002,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-07-01,41.159999847412109,3356457,16628,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-07-01,48.560001373291016,3284428,19592,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-07-01,40.630001068115234,3096582,11443,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-07-01,52.810001373291016,2827135,12205,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-07-01,46.330001831054688,2671614,13047,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-07-01,50.7599983215332,2665916,14738,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SD,2025-07-01,43.349998474121094,1952424,8521,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CT,2025-07-01,58.229999542236328,1877669,8340,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ID,2025-07-01,43.220001220703125,1861355,7684,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MT,2025-07-01,38.029998779296875,1457190,7005,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WY,2025-07-01,41.680000305175781,1327094,8019,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WV,2025-07-01,36.5,1293205,5244,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ME,2025-07-01,34.779998779296875,1170686,5747,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
ND,2025-07-01,52.919998168945312,1150183,6486,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NH,2025-07-01,37.849998474121094,1116479,6396,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NE,2025-07-01,42.580001831054688,1095055,5467,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VT,2025-07-01,50.689998626708984,1014481,3570,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
RI,2025-07-01,34.599998474121094,362468,2346,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DC,2025-07-01,24.280000686645508,340475,1735,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
XX,2025-07-01,7.1700000762939453,23,3,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CA,2025-08-01,29.719999313354492,116308519,283202,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NY,2025-08-01,46.450000762939453,19169914,103249,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
FL,2025-08-01,39.770000457763672,16675203,78870,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TX,2025-08-01,43.430000305175781,16172418,73886,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OH,2025-08-01,56.849998474121094,13356558,53116,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WI,2025-08-01,41.450000762939453,9476450,40845,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
PA,2025-08-01,51.909999847412109,8611617,37970,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
VA,2025-08-01,37.330001831054688,8234264,26768,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IL,2025-08-01,37.729999542236328,8100693,37088,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MN,2025-08-01,45.340000152587891,8053968,33555,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
TN,2025-08-01,41.569999694824219,8022671,35644,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
CO,2025-08-01,42.150001525878906,7709206,38955,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
DE,2025-08-01,35.729999542236328,7654952,83897,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NC,2025-08-01,42.139999389648438,7638936,31503,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
GA,2025-08-01,37.369998931884766,7388844,32224,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MO,2025-08-01,52.4900016784668,7120659,31726,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
WA,2025-08-01,32.790000915527344,7027781,28737,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AZ,2025-08-01,40.0,6420135,31889,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AK,2025-08-01,37.700000762939453,6080570,17034,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KS,2025-08-01,43.470001220703125,5605003,21894,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NV,2025-08-01,25.889999389648438,5508286,24795,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
SC,2025-08-01,41.080001831054688,4926076,18392,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AL,2025-08-01,43.549999237060547,4769462,16036,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
HI,2025-08-01,31.229999542236328,4607800,11589,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MI,2025-08-01,41.139999389648438,4407618,24400,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
KY,2025-08-01,37.319999694824219,4293662,18015,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IA,2025-08-01,63.860000610351562,4235699,16026,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MA,2025-08-01,45.119998931884766,4198857,17639,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OK,2025-08-01,41.619998931884766,4165769,16115,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MS,2025-08-01,42.439998626708984,4094477,13529,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
LA,2025-08-01,38.75,3889369,15277,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NJ,2025-08-01,47.75,3865499,22017,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
UT,2025-08-01,51.450000762939453,3358396,19818,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
MD,2025-08-01,44.319999694824219,3089179,15986,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
IN,2025-08-01,47.770000457763672,3070758,14775,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
NM,2025-08-01,41.810001373291016,2895089,10569,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
OR,2025-08-01,56.290000915527344,2699645,14905,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
AR,2025-08-01,45.090000152587891,2660579,10932,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:43:44.155968 UTC
