merch_state,month_date,attraction_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
VT,2025-04-01,17.239999771118164,57107,312,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-04-01,33.080001831054688,26926,164,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-04-01,24.110000610351562,23462,104,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-04-01,11.180000305175781,1673,23,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-05-01,20.700000762939453,8993831,25993,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-05-01,30.569999694824219,5430997,22733,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-05-01,24.350000381469727,5302449,15526,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-05-01,43.060001373291016,3891943,15794,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-05-01,20.079999923706055,3881445,21761,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-05-01,19.549999237060547,3224397,9708,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-05-01,40.9900016784668,1564485,10894,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-05-01,30.760000228881836,1327041,5736,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-05-01,21.020000457763672,1115236,4206,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-05-01,21.280000686645508,920182,4680,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-05-01,24.159999847412109,873409,3459,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-05-01,25.159999847412109,810639,4423,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-05-01,27.440000534057617,745935,4325,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-05-01,29.559999465942383,733507,5104,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-05-01,24.299999237060547,721986,3749,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-05-01,7.7300000190734863,595870,3493,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-05-01,19.770000457763672,556646,2826,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-05-01,22.479999542236328,548865,3944,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-05-01,32.709999084472656,481227,2374,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-05-01,26.569999694824219,479087,2363,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-05-01,23.1200008392334,466992,1902,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-05-01,28.680000305175781,463862,2609,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-05-01,32.180000305175781,454225,2421,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-05-01,25.3799991607666,449702,2642,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-05-01,58.360000610351562,445676,2750,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-05-01,18.200000762939453,429885,1479,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-05-01,31.799999237060547,420908,2060,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-05-01,28.729999542236328,416420,2416,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-05-01,27.290000915527344,409520,2107,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-05-01,34.610000610351562,404062,2204,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-05-01,22.579999923706055,393799,1528,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-05-01,30.010000228881836,384795,2333,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-05-01,37.169998168945312,380256,1701,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-05-01,22.659999847412109,369217,2193,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-05-01,24.180000305175781,348915,1816,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-05-01,30.819999694824219,342825,1335,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-05-01,27.659999847412109,269233,1199,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-05-01,22.610000610351562,259951,1970,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-05-01,19.850000381469727,235163,1204,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-05-01,20.360000610351562,225822,1214,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-05-01,25.100000381469727,224320,1365,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-05-01,29.440000534057617,190547,835,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-05-01,18.309999465942383,168767,541,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-05-01,25.840000152587891,168474,890,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-05-01,35.479999542236328,105138,480,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-05-01,26.549999237060547,71599,939,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-05-01,21.299999237060547,51666,255,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-05-01,28.360000610351562,46946,369,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-05-01,45.150001525878906,33676,251,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VT,2025-05-01,13.890000343322754,31615,225,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-05-01,30.659999847412109,21238,106,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-05-01,37.099998474121094,564,18,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-06-01,20.799999237060547,11511850,33946,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-06-01,31.139999389648438,6733098,27291,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-06-01,21.579999923706055,6440297,19721,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-06-01,18.819999694824219,5970255,31968,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-06-01,44.340000152587891,5565496,23692,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-06-01,19.799999237060547,4224426,12473,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-06-01,34.790000915527344,2151491,8933,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-06-01,40.7599983215332,1920222,12401,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-06-01,27.520000457763672,1395344,7436,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-06-01,24.149999618530273,1340317,4950,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-06-01,22.649999618530273,1312029,6979,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-06-01,23.219999313354492,1266763,5008,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-06-01,33.880001068115234,1012764,4402,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-06-01,21.1299991607666,973998,3775,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-06-01,30.190000534057617,962071,6533,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-06-01,7.9200000762939453,937971,4994,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-06-01,26.149999618530273,916651,5005,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-06-01,29.409999847412109,844475,4089,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-06-01,31.8799991607666,766431,3734,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-06-01,29.180000305175781,695550,4314,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-06-01,30.780000686645508,686479,3114,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-06-01,27.75,650764,3201,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-06-01,20.010000228881836,630499,2817,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-06-01,80.010002136230469,616994,3860,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-06-01,26.059999465942383,616246,3481,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-06-01,27.639999389648438,614155,3539,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-06-01,32.189998626708984,601063,2721,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-06-01,26.770000457763672,568287,2120,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-06-01,35.560001373291016,550986,3118,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-06-01,26.409999847412109,532155,3722,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-06-01,25.760000228881836,524230,2938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-06-01,32.349998474121094,519492,2622,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-06-01,22.950000762939453,517255,2070,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-06-01,37.209999084472656,513951,2918,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-06-01,29.1200008392334,500726,3414,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-06-01,31.729999542236328,459759,1837,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-06-01,23.049999237060547,429766,1419,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-06-01,23.649999618530273,413314,2043,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-06-01,25.520000457763672,398054,2269,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-06-01,22.1299991607666,387043,1787,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-06-01,22.639999389648438,320176,2336,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-06-01,22.850000381469727,293887,1745,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-06-01,30.049999237060547,288010,1749,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-06-01,22.920000076293945,266737,1059,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-06-01,34.389999389648438,123294,621,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-06-01,26.530000686645508,106457,1254,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-06-01,32.310001373291016,88963,727,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-06-01,21.340000152587891,72605,384,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-06-01,35.060001373291016,61885,622,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VT,2025-06-01,17.190000534057617,40331,339,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-06-01,31.229999542236328,25831,165,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-06-01,16.1299991607666,1429,35,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-07-01,21.979999542236328,12490533,42033,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-07-01,31.659999847412109,8486941,34050,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-07-01,18.950000762939453,7164803,22167,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-07-01,18.889999389648438,7004929,36969,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-07-01,45.340000152587891,6543323,27607,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-07-01,19.860000610351562,4257072,12300,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-07-01,38.2400016784668,3032426,20121,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-07-01,35.669998168945312,2545631,10337,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-07-01,27.420000076293945,2063434,11700,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-07-01,25.959999084472656,1800599,8681,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-07-01,24.239999771118164,1682175,7038,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-07-01,23.360000610351562,1671947,7024,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-07-01,24.8799991607666,1642475,6064,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-07-01,35.290000915527344,1359886,5720,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-07-01,8.1800003051757812,1323529,6454,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-07-01,28.579999923706055,1220814,8756,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-07-01,26.799999237060547,1165410,6252,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-07-01,31.680000305175781,1012610,4676,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-07-01,31.180000305175781,925399,4442,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-07-01,33.279998779296875,917845,4108,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-07-01,27.209999084472656,910697,5239,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-07-01,37.279998779296875,879379,4822,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-07-01,20.909999847412109,870169,4152,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-07-01,26.889999389648438,844516,4391,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-07-01,30.549999237060547,843250,3968,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-07-01,64.010002136230469,754636,4776,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-07-01,29.5,753755,4369,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-07-01,33.590000152587891,749702,3275,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-07-01,27.420000076293945,730091,2544,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-07-01,29.5,713282,3938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-07-01,25.790000915527344,696176,3963,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-07-01,25.989999771118164,695683,5022,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-07-01,22.149999618530273,694868,2128,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-07-01,35.220001220703125,665598,3771,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-07-01,22.940000534057617,660146,2613,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-07-01,35.4900016784668,645197,4082,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-07-01,21.600000381469727,538549,2347,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-07-01,26.940000534057617,533894,2847,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-07-01,31.059999465942383,496782,1991,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-07-01,24.510000228881836,422985,2174,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-07-01,22.909999847412109,364799,2568,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-07-01,20.270000457763672,353178,1954,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-07-01,27.530000686645508,339035,2027,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-07-01,23.899999618530273,312935,1426,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-07-01,34.619998931884766,208662,1007,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-07-01,32.389999389648438,126028,1019,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-07-01,23.760000228881836,110612,674,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-07-01,36.939998626708984,99677,1085,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-07-01,23.8700008392334,91852,1187,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VT,2025-07-01,14.800000190734863,55331,522,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-07-01,31.940000534057617,46002,345,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-07-01,19.549999237060547,1560,27,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-08-01,25.190000534057617,10204036,40650,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-08-01,20.5,7567532,25762,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-08-01,27.659999847412109,6130842,25550,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-08-01,18.670000076293945,6115609,37321,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-08-01,37.790000915527344,5973160,37173,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-08-01,42.380001068115234,4755472,23057,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-08-01,19.860000610351562,3956792,10724,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-08-01,27.360000610351562,1874491,11883,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-08-01,35.290000915527344,1681739,7908,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-08-01,24.829999923706055,1572155,7967,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-08-01,9.8000001907348633,1564984,7410,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-08-01,25.260000228881836,1484113,5879,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-08-01,22.979999542236328,1434463,6400,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-08-01,22.299999237060547,1199974,5596,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-08-01,25.459999084472656,1052748,5884,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-08-01,24.799999237060547,1034354,6811,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-08-01,32.639999389648438,970892,4426,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-08-01,20.979999542236328,902695,4336,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-08-01,28.659999847412109,882295,6712,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-08-01,28.8700008392334,845921,4696,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-08-01,29.450000762939453,842772,4814,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-08-01,31.260000228881836,841855,5604,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-08-01,26.920000076293945,802154,4279,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-08-01,31.139999389648438,722624,4271,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-08-01,22.25,717372,2992,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-08-01,60.110000610351562,705224,4360,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-08-01,27.889999389648438,674261,4941,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-08-01,21.809999465942383,660826,2354,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-08-01,37.880001068115234,654626,3838,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-08-01,31.479999542236328,649014,3442,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-08-01,33.580001831054688,643497,3991,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-08-01,26.420000076293945,600151,3657,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-08-01,38.2599983215332,523720,2629,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-08-01,28.610000610351562,491307,2377,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-08-01,29.850000381469727,459116,3085,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-08-01,26.010000228881836,432033,1757,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-08-01,21.590000152587891,414152,3382,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-08-01,22.950000762939453,407914,1807,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-08-01,24.389999389648438,373327,2366,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-08-01,23.299999237060547,371921,2054,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-08-01,28.360000610351562,362121,1572,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-08-01,22.200000762939453,326790,2604,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-08-01,20.670000076293945,312982,1225,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
