merch_state,month_date,attraction_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
IN,2025-01-01,21.850000381469727,212143,1672,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-01-01,20.260000228881836,197807,1193,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-01-01,31.969999313354492,189289,982,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-01-01,24.780000686645508,161205,1155,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-01-01,22.170000076293945,160459,682,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-01-01,22.030000686645508,138822,1004,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-01-01,24.069999694824219,118573,520,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-01-01,41.709999084472656,115852,615,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VT,2025-01-01,32.75,97828,535,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-01-01,36.0,97063,761,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-01-01,37.349998474121094,82038,420,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-01-01,87.069999694824219,72213,437,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-01-01,25.909999847412109,68910,420,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-01-01,21.700000762939453,49444,265,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-01-01,24.469999313354492,15561,84,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-01-01,30.350000381469727,1246,28,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-02-01,22.590000152587891,11765155,25918,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-02-01,17.25,5316410,13190,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-02-01,19.170000076293945,4307084,11591,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-02-01,20.850000381469727,3938192,23428,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-02-01,26.760000228881836,3386893,14416,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-02-01,38.560001373291016,3383326,14128,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-02-01,48.080001831054688,1359553,8019,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-02-01,20.340000152587891,1123501,3663,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-02-01,28.520000457763672,811543,4506,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-02-01,30.030000686645508,734256,4684,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-02-01,24.319999694824219,684127,3457,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-02-01,37.069999694824219,626422,3005,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-02-01,28.700000762939453,613483,4088,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-02-01,26.0,598659,2199,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-02-01,19.069999694824219,551838,2521,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-02-01,7.8000001907348633,542162,3433,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-02-01,17.399999618530273,519544,1284,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-02-01,17.489999771118164,501669,4007,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-02-01,33.959999084472656,499621,2576,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-02-01,34.169998168945312,442151,1915,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-02-01,28.579999923706055,415850,2664,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-02-01,31.889999389648438,412144,2291,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-02-01,37.869998931884766,378122,1651,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-02-01,36.810001373291016,334286,1960,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-02-01,31.590000152587891,329105,1705,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-02-01,29.290000915527344,327044,1946,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-02-01,20.979999542236328,325477,1197,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-02-01,21.559999465942383,310178,1416,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-02-01,32.200000762939453,299357,1337,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-02-01,25.3700008392334,297402,1701,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-02-01,21.25,266150,638,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-02-01,23.069999694824219,255064,1308,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-02-01,13.880000114440918,245582,1417,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-02-01,34.0,228794,1310,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-02-01,24.920000076293945,218367,1072,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-02-01,41.729999542236328,208774,917,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-02-01,21.299999237060547,198356,1493,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-02-01,29.860000610351562,194783,1636,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-02-01,25.079999923706055,176559,1120,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-02-01,25.75,160888,1069,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-02-01,22.639999389648438,151930,716,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-02-01,22.510000228881836,135576,1066,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-02-01,25.559999465942383,125657,603,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VT,2025-02-01,39.150001525878906,119461,574,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-02-01,34.400001525878906,110554,856,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-02-01,46.959999084472656,108988,602,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-02-01,33.360000610351562,69346,391,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-02-01,88.379997253417969,68798,436,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-02-01,24.229999542236328,65157,342,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-02-01,20.219999313354492,48499,239,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-02-01,27.409999847412109,16939,95,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-02-01,32.340000152587891,905,25,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-03-01,22.020000457763672,12243148,30071,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-03-01,19.959999084472656,5645042,15252,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-03-01,23.159999847412109,4591720,24699,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-03-01,40.349998474121094,4385482,18939,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-03-01,28.819999694824219,4160564,16007,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-03-01,19.469999313354492,3890358,9294,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-03-01,40.330001831054688,1575473,9463,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-03-01,39.979999542236328,1333326,5434,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-03-01,20.729999542236328,1259193,3994,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-03-01,30.399999618530273,953460,5324,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-03-01,29.340000152587891,909193,5359,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-03-01,31.600000381469727,908304,5133,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-03-01,25.940000534057617,810090,3888,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-03-01,26.180000305175781,766792,3015,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-03-01,42.5,713977,3499,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-03-01,33.709999084472656,684373,2785,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-03-01,22.8799991607666,655055,3180,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-03-01,32.270000457763672,644164,3025,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-03-01,7.5399999618530273,620329,3734,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-03-01,29.600000381469727,539350,2861,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-03-01,19.170000076293945,527658,1507,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-03-01,29.340000152587891,513312,2997,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-03-01,34.080001831054688,504522,2594,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-03-01,39.099998474121094,493041,1654,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-03-01,22.670000076293945,491755,3892,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-03-01,26.680000305175781,427991,2204,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-03-01,24.1200008392334,406688,1618,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-03-01,32.090000152587891,395151,2016,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-03-01,24.6299991607666,393047,2390,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-03-01,35.830001831054688,386431,2187,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-03-01,26.100000381469727,386238,2450,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-03-01,34.040000915527344,383675,1596,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-03-01,33.549999237060547,370765,1983,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-03-01,10.909999847412109,340646,1389,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-03-01,22.040000915527344,291441,1368,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-03-01,27.700000762939453,275505,1642,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-03-01,44.549999237060547,256310,1049,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-03-01,26.799999237060547,239998,2004,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-03-01,22.670000076293945,238902,642,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-03-01,29.489999771118164,229357,1738,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-03-01,28.290000915527344,222891,1150,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-03-01,25.670000076293945,180051,1517,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-03-01,27.309999465942383,174137,819,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-03-01,30.569999694824219,131956,1048,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-03-01,43.619998931884766,127852,711,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-03-01,25.299999237060547,111347,1222,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VT,2025-03-01,27.110000610351562,92998,481,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-03-01,33.2400016784668,75967,464,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-03-01,20.069999694824219,61467,297,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ME,2025-03-01,84.580001831054688,44598,287,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
RI,2025-03-01,30.979999542236328,18186,96,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
XX,2025-03-01,16.180000305175781,1123,23,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CA,2025-04-01,20.659999847412109,9781721,27483,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TN,2025-04-01,29.920000076293945,5513945,23496,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NY,2025-04-01,24.6299991607666,5381640,15978,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
FL,2025-04-01,39.939998626708984,4015638,16481,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
GA,2025-04-01,19.350000381469727,3456880,8643,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
TX,2025-04-01,21.030000686645508,3365028,19075,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NC,2025-04-01,42.75,1359715,9032,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
PA,2025-04-01,20.549999237060547,1187944,4010,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MO,2025-04-01,29.930000305175781,1030786,4602,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
VA,2025-04-01,24.540000915527344,956252,3451,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NV,2025-04-01,29.590000152587891,945253,5790,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CO,2025-04-01,23.799999237060547,799533,4922,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WI,2025-04-01,23.329999923706055,772967,3803,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IL,2025-04-01,20.340000152587891,739959,3405,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AZ,2025-04-01,25.959999084472656,705237,4050,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KY,2025-04-01,30.270000457763672,532709,2519,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DE,2025-04-01,48.2599983215332,491889,3257,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NH,2025-04-01,7.5500001907348633,486405,2889,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MN,2025-04-01,27.25,485144,2271,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
UT,2025-04-01,27.440000534057617,477268,3585,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SC,2025-04-01,31.809999465942383,469109,2198,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NJ,2025-04-01,19.149999618530273,455494,1424,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OH,2025-04-01,22.030000686645508,442412,3330,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WA,2025-04-01,34.779998779296875,432158,2111,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NM,2025-04-01,29.239999771118164,421923,1962,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OK,2025-04-01,24.840000152587891,412038,2289,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MI,2025-04-01,20.440000534057617,410614,2236,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AK,2025-04-01,34.0099983215332,397126,1421,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
LA,2025-04-01,21.680000305175781,372085,2048,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MS,2025-04-01,20.020000457763672,339734,1250,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AL,2025-04-01,30.590000152587891,335017,1933,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
KS,2025-04-01,22.069999694824219,329342,1494,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MA,2025-04-01,26.930000305175781,303745,2230,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
HI,2025-04-01,31.290000915527344,296045,1201,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IN,2025-04-01,22.030000686645508,281744,1688,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
OR,2025-04-01,25.020000457763672,277591,1610,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WV,2025-04-01,13.890000343322754,227890,1122,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
NE,2025-04-01,22.090000152587891,211947,1544,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
IA,2025-04-01,18.489999771118164,199365,1128,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
WY,2025-04-01,19.940000534057617,193934,432,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ID,2025-04-01,38.340000152587891,172953,795,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
AR,2025-04-01,26.549999237060547,172841,833,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
SD,2025-04-01,20.909999847412109,155949,718,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MD,2025-04-01,26.6200008392334,144727,1019,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
CT,2025-04-01,33.930000305175781,107405,544,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
DC,2025-04-01,25.290000915527344,95003,1135,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
ND,2025-04-01,19.989999771118164,76856,293,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
MT,2025-04-01,26.8799991607666,67139,364,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:30:36.202620 UTC
