merch_state,month_date,accommodation_cost,transaction_count,unique_visitors,min_cost,max_cost,q25,q75,data_quality_flag,period_start,period_end,calculation_timestamp
WV,2024-03-01,173.50999450683594,541709,2066,68.5,1017.8900146484375,120.25,273.3599853515625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SD,2024-03-01,158.35000610351562,501405,2055,59.360000610351562,936.58001708984375,109.47000122070312,261.19000244140625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
UT,2024-03-01,181.83999633789062,489261,2587,53.630001068115234,1254.0999755859375,113.23000335693359,296.01998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NE,2024-03-01,175.08999633789062,465033,2048,60.889999389648438,837.0,118.52999877929688,292.8900146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NJ,2024-03-01,179.55999755859375,447757,2032,63.169998168945312,951.3800048828125,131.8800048828125,297.73001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WY,2024-03-01,154.58000183105469,374906,1495,63.810001373291016,991.42999267578125,115.5,252.52999877929688,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MA,2024-03-01,241.66999816894531,366740,1623,58.330001831054688,1961.0799560546875,139.66000366210938,447.0,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DC,2024-03-01,502.19000244140625,365894,1498,62.139999389648438,2465.780029296875,180.25,1240.22998046875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ID,2024-03-01,188.5,312009,1286,63.319999694824219,1152.5999755859375,130.17999267578125,318.79000854492188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ND,2024-03-01,163.30000305175781,239735,1040,68.779998779296875,1055.56005859375,115.20999908447266,278.69000244140625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CT,2024-03-01,189.91999816894531,187241,880,66.180000305175781,993.8499755859375,103.44000244140625,321.79998779296875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NH,2024-03-01,205.1300048828125,78964,506,59.360000610351562,1063.719970703125,131.07000732421875,342.6099853515625,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DE,2024-03-01,182.10000610351562,78259,465,63.610000610351562,985.1400146484375,104.69000244140625,327.41000366210938,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ME,2024-03-01,200.50999450683594,68888,489,51.779998779296875,1175.0400390625,121.27999877929688,360.989990234375,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VT,2024-03-01,255.55999755859375,55503,301,70.239997863769531,1528.0,168.96000671386719,459.510009765625,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
RI,2024-03-01,335.22000122070312,44154,225,56.970001220703125,2206.3701171875,187.52000427246094,644.8599853515625,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
FL,2024-04-01,222.92999267578125,3931187,15920,57.540000915527344,3726.60009765625,123.93000030517578,479.80999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TX,2024-04-01,202.3800048828125,3697991,15413,57.599998474121094,1435.989990234375,123.63999938964844,380.08999633789062,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CA,2024-04-01,224.63999938964844,3502919,15196,60.459999084472656,1849.1600341796875,121.88999938964844,439.48001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NV,2024-04-01,199.24000549316406,3136736,10847,60.909999847412109,1512.489990234375,110.91000366210938,375.25,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TN,2024-04-01,207.99000549316406,1912019,7914,57.720001220703125,1575.6600341796875,123.55999755859375,394.82000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IL,2024-04-01,217.55000305175781,1643681,6271,60.040000915527344,1478.219970703125,134.25999450683594,411.22000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VA,2024-04-01,199.66999816894531,1574586,5834,60.950000762939453,1419.7900390625,130.8699951171875,356.8900146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
LA,2024-04-01,205.71000671386719,1501841,4924,56.049999237060547,1481.22998046875,122.51999664306641,393.04000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
GA,2024-04-01,205.53999328613281,1457338,6522,59.889999389648438,1368.4599609375,129.02000427246094,361.80999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CO,2024-04-01,201.82000732421875,1432469,6264,58.419998168945312,1442.7099609375,117.80999755859375,382.69000244140625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
PA,2024-04-01,217.32000732421875,1423497,5986,63.930000305175781,1274.0999755859375,138.83999633789062,391.44000244140625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MO,2024-04-01,204.27999877929688,1388076,5793,60.340000152587891,1193.550048828125,130.55999755859375,379.66000366210938,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WI,2024-04-01,189.00999450683594,1304527,5484,61.930000305175781,1045.0,120.66999816894531,303.75,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OH,2024-04-01,224.75,1217355,5422,62.209999084472656,1339.1400146484375,146.39999389648438,404.02999877929688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AZ,2024-04-01,221.44000244140625,1161612,4843,59.159999847412109,1810.6800537109375,118.97000122070312,457.54000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KS,2024-04-01,178.85000610351562,1131484,4066,65.540000915527344,894.92999267578125,128.72999572753906,285.97000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OK,2024-04-01,160.72999572753906,1131238,4474,54.470001220703125,842.03997802734375,108.51000213623047,259.1199951171875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NC,2024-04-01,213.58999633789062,1130704,5306,62.439998626708984,1701.949951171875,136.1300048828125,391.42999267578125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IN,2024-04-01,208.35000610351562,1074972,4334,55.5,1392.219970703125,135.77999877929688,397.6199951171875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MS,2024-04-01,152.94999694824219,1066746,3752,55.279998779296875,765.32000732421875,100.55999755859375,233.83000183105469,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KY,2024-04-01,196.55999755859375,995493,3942,64.300003051757812,1161.47998046875,131.60000610351562,349.20999145507812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OR,2024-04-01,301.72000122070312,970799,3752,74.680000305175781,2498.570068359375,171.27000427246094,592.1300048828125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WA,2024-04-01,227.13999938964844,969149,3707,58.700000762939453,1344.719970703125,136.97000122070312,426.260009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MN,2024-04-01,216.8800048828125,958454,4130,57.5,1320.489990234375,139.03999328613281,377.76998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NM,2024-04-01,171.8800048828125,895065,3799,55.150001525878906,987.53997802734375,105.06999969482422,264.17001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IA,2024-04-01,189.61000061035156,865438,3401,68.30999755859375,750.3900146484375,132.16999816894531,316.64999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MI,2024-04-01,187.94999694824219,816265,3850,56.560001373291016,1117.8800048828125,117.94000244140625,319.39999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NY,2024-04-01,240.61000061035156,777798,4150,60.090000152587891,2061.340087890625,141.41000366210938,460.14999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AR,2024-04-01,175.58000183105469,746103,3076,58.569999694824219,971.84002685546875,118.37000274658203,300.510009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AK,2024-04-01,187.02999877929688,706439,2411,53.419998168945312,1460.1099853515625,110.44000244140625,317.48001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SC,2024-04-01,214.66999816894531,677336,3517,59.770000457763672,1678.550048828125,131.1199951171875,416.239990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AL,2024-04-01,202.64999389648438,670770,3084,59.099998474121094,1234.8900146484375,130.55999755859375,347.07998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MT,2024-04-01,195.69000244140625,628519,2105,82.050003051757812,1099.52001953125,131.07000732421875,349.989990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MD,2024-04-01,205.91000366210938,547318,2477,56.720001220703125,1511.5899658203125,122.62999725341797,397.32000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WV,2024-04-01,175.52000427246094,543072,2032,66.25,1133.739990234375,120.59999847412109,279.80999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
HI,2024-04-01,259.98001098632812,538188,1770,57.709999084472656,3467.68994140625,137.27999877929688,530.29998779296875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SD,2024-04-01,155.1300048828125,486894,1992,60.2400016784668,795.05999755859375,105.97000122070312,251.13999938964844,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NE,2024-04-01,171.22999572753906,458783,1984,62.869998931884766,845.29998779296875,123.31999969482422,279.6400146484375,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
UT,2024-04-01,198.94000244140625,456575,2449,56.630001068115234,1522.9599609375,122.80000305175781,358.26998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NJ,2024-04-01,182.08999633789062,434768,2123,59.849998474121094,996.17999267578125,129.3800048828125,314.010009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WY,2024-04-01,159.36000061035156,434708,1580,69.290000915527344,1000.8300170898438,117.25,251.42999267578125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MA,2024-04-01,228.86000061035156,385257,1739,58.330001831054688,1893.8800048828125,125.76999664306641,436.26998901367188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ID,2024-04-01,196.33999633789062,351971,1423,58.840000152587891,999.07000732421875,131.97999572753906,346.67999267578125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DC,2024-04-01,513.17999267578125,327857,1425,62.9900016784668,2891.81005859375,201.19000244140625,1245.22998046875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ND,2024-04-01,185.02000427246094,243515,1106,75.790000915527344,831.489990234375,124.20999908447266,288.44000244140625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CT,2024-04-01,181.89999389648438,173278,931,62.7400016784668,896.719970703125,103.27999877929688,317.17999267578125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DE,2024-04-01,220.32000732421875,94307,555,63.25,1105.2900390625,119.66999816894531,386.89999389648438,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ME,2024-04-01,205.44000244140625,86926,607,54.5099983215332,1076.5699462890625,137.97999572753906,372.47000122070312,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NH,2024-04-01,200.69000244140625,73712,491,61.669998168945312,1189.3900146484375,129.83000183105469,339.48001098632812,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
RI,2024-04-01,373.42001342773438,49395,226,61.830001831054688,1595.1099853515625,179.44999694824219,626.0999755859375,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VT,2024-04-01,243.77999877929688,43178,247,65.7300033569336,1749.4200439453125,160.1199951171875,449.92999267578125,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
FL,2024-05-01,214.97999572753906,3983005,16134,57.909999847412109,3289.090087890625,119.80999755859375,458.0,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TX,2024-05-01,194.72000122070312,3758518,16130,57.220001220703125,1317.510009765625,119.98000335693359,353.91000366210938,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CA,2024-05-01,220.80999755859375,3662748,16118,60.169998168945312,1939.030029296875,119.37000274658203,427.48001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NV,2024-05-01,195.17999267578125,3139881,10900,61.409999847412109,1653.43994140625,110.52999877929688,364.6400146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TN,2024-05-01,203.86000061035156,1935635,8113,55.380001068115234,1586.9300537109375,121.02999877929688,375.07000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IL,2024-05-01,220.42999267578125,1617975,6385,61.150001525878906,1615.47998046875,131.19999694824219,403.54998779296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CO,2024-05-01,211.75999450683594,1602111,7214,56.959999084472656,1637.469970703125,128.07000732421875,400.07000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VA,2024-05-01,202.02000427246094,1577588,6063,59.840000152587891,1350.9599609375,125.94000244140625,350.45999145507812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
LA,2024-05-01,193.60000610351562,1496481,5098,55.470001220703125,1473.4100341796875,118.04000091552734,368.04998779296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
GA,2024-05-01,200.80000305175781,1447854,6562,60.869998931884766,1403.719970703125,124.02999877929688,358.6300048828125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WI,2024-05-01,205.71000671386719,1435498,6233,62.549999237060547,1233.1300048828125,131.83000183105469,333.42001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
PA,2024-05-01,213.41000366210938,1419672,5944,63.610000610351562,1177.239990234375,139.17999267578125,384.6300048828125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MO,2024-05-01,196.61000061035156,1400377,6198,61.830001831054688,1092.43994140625,125.59999847412109,341.1300048828125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KS,2024-05-01,190.55999755859375,1246344,4325,68.290000915527344,948.45001220703125,132.63999938964844,308.27999877929688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OH,2024-05-01,214.94000244140625,1195912,5393,62.279998779296875,1142.02001953125,144.07000732421875,376.14999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OK,2024-05-01,166.99000549316406,1185225,4887,54.549999237060547,978.780029296875,115.43000030517578,285.70001220703125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NC,2024-05-01,214.53999328613281,1139799,5703,58.610000610351562,1742.9599609375,134.97000122070312,398.5,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MS,2024-05-01,153.78999328613281,1098992,3879,55.099998474121094,771.510009765625,102.19000244140625,236.61000061035156,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IN,2024-05-01,210.1199951171875,1045434,4493,57.779998779296875,1158.0899658203125,139.44999694824219,359.05999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AZ,2024-05-01,195.94000244140625,1028664,4430,56.819999694824219,1562.8299560546875,115.93000030517578,368.07000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OR,2024-05-01,306.25,1004405,3958,71.360000610351562,2760.909912109375,170.6199951171875,631.8599853515625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KY,2024-05-01,188.91999816894531,970024,3941,62.619998931884766,1048.6800537109375,126.68000030517578,320.04000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WA,2024-05-01,222.72999572753906,949907,4027,58.5099983215332,1281.6700439453125,136.57000732421875,392.76998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NM,2024-05-01,172.66999816894531,941942,3993,54.099998474121094,940.3800048828125,106.09999847412109,259.14999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MN,2024-05-01,215.80000305175781,925623,4296,61.0099983215332,1217.18994140625,134.05999755859375,378.48001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MI,2024-05-01,195.16999816894531,864129,4351,58.979999542236328,1102.52001953125,123.98000335693359,327.60000610351562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NY,2024-05-01,245.50999450683594,853854,4593,61.5099983215332,2452.02001953125,138.07000732421875,478.72000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IA,2024-05-01,196.83000183105469,823194,3435,71.459999084472656,980.5,138.03999328613281,332.510009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AR,2024-05-01,169.25999450683594,814219,3420,57.950000762939453,745.54998779296875,112.81999969482422,271.260009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AL,2024-05-01,203.72000122070312,777044,3473,59.630001068115234,1636.969970703125,131.55999755859375,365.14999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SC,2024-05-01,216.30000305175781,730394,3942,63.700000762939453,1954.2099609375,130.89999389648438,439.57998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AK,2024-05-01,236.58000183105469,654504,2562,53.110000610351562,1737.9599609375,124.31999969482422,386.1400146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MT,2024-05-01,212.64999389648438,640092,2304,81.139999389648438,1121.6300048828125,137.41999816894531,363.239990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MD,2024-05-01,226.66000366210938,609227,2889,56.669998168945312,1742.27001953125,136.39999389648438,395.8900146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
HI,2024-05-01,266.95999145507812,541576,1787,59.580001831054688,4273.93017578125,135.33000183105469,550.0999755859375,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SD,2024-05-01,174.27999877929688,537937,2397,62.099998474121094,966.32000732421875,120.62000274658203,285.75,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WV,2024-05-01,178.3800048828125,503478,2015,67.610000610351562,914.52001953125,122.16000366210938,277.51998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WY,2024-05-01,184.41999816894531,491431,2036,72.080001831054688,1123.0999755859375,133.61000061035156,280.77999877929688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
UT,2024-05-01,188.3699951171875,488054,2580,55.209999084472656,1367.75,120.18000030517578,304.29000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NJ,2024-05-01,187.88999938964844,475338,2447,64.0999984741211,1105.0699462890625,132.96000671386719,326.67999267578125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NE,2024-05-01,194.8699951171875,472366,2138,61.7400016784668,1046.0899658203125,131.21000671386719,308.94000244140625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MA,2024-05-01,253.47000122070312,389905,1899,55.110000610351562,1928.280029296875,139.6199951171875,505.1099853515625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ID,2024-05-01,199.96000671386719,383655,1638,60.599998474121094,1027.3299560546875,137.16999816894531,332.97000122070312,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DC,2024-05-01,479.1400146484375,291599,1139,62.450000762939453,2735.5,214.91000366210938,1087.77001953125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ND,2024-05-01,188.30999755859375,270818,1219,78.80999755859375,811.33001708984375,127.20999908447266,300.89999389648438,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CT,2024-05-01,209.66000366210938,168024,1009,59.479999542236328,1136.3699951171875,104.79000091552734,377.8800048828125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NH,2024-05-01,222.02999877929688,93846,631,60.119998931884766,1116.75,142.27999877929688,348.57998657226562,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DE,2024-05-01,217.22000122070312,87735,540,62.080001831054688,1019.260009765625,118.33000183105469,380.82998657226562,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ME,2024-05-01,245.41999816894531,86568,719,66.7300033569336,1914.6400146484375,159.05999755859375,446.70999145507812,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VT,2024-05-01,265.35000610351562,50780,293,71.819999694824219,1527.6500244140625,156.64999389648438,445.45999145507812,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
RI,2024-05-01,281.33999633789062,37398,235,54.930000305175781,1910.2099609375,153.64999389648438,626.25,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
FL,2024-06-01,215.99000549316406,4051641,16209,57.119998931884766,3015.840087890625,120.70999908447266,471.94000244140625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TX,2024-06-01,196.52999877929688,3917915,16608,56.880001068115234,1362.949951171875,119.66999816894531,362.42001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CA,2024-06-01,224.82000732421875,3914541,17404,59.770000457763672,1934.989990234375,120.15000152587891,433.92001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NV,2024-06-01,191.47000122070312,3090373,10686,60.330001831054688,1393.4200439453125,109.41000366210938,344.82998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TN,2024-06-01,210.02999877929688,2057214,8668,56.540000915527344,1526.52001953125,125.61000061035156,377.64999389648438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CO,2024-06-01,229.91000366210938,1799292,8198,58.310001373291016,1833.97998046875,131.27000427246094,452.25,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VA,2024-06-01,200.30000305175781,1726055,6790,56.299999237060547,1382.43994140625,119.01999664306641,353.91000366210938,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IL,2024-06-01,223.83999633789062,1653602,6855,60.779998779296875,1936.699951171875,133.66000366210938,418.01998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
GA,2024-06-01,211.66999816894531,1633911,7173,60.900001525878906,1531.7900390625,127.54000091552734,382.29000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WI,2024-06-01,215.97000122070312,1568162,7119,62.419998168945312,1337.06005859375,139.16000366210938,370.45999145507812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MO,2024-06-01,199.05999755859375,1498574,6677,58.189998626708984,1242.06005859375,123.75,350.3599853515625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
PA,2024-06-01,215.3800048828125,1401624,6263,62.7599983215332,1304.800048828125,139.71000671386719,377.1300048828125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
LA,2024-06-01,182.77000427246094,1354735,4922,54.799999237060547,1340.1199951171875,111.86000061035156,325.92001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OH,2024-06-01,217.35000610351562,1306713,6085,59.319999694824219,1257.9599609375,144.10000610351562,395.010009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MS,2024-06-01,164.33000183105469,1247770,4429,55.790000915527344,866.80999755859375,102.31999969482422,260.32998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NC,2024-06-01,219.69999694824219,1228949,6135,61.400001525878906,1926.52001953125,135.60000610351562,420.08999633789062,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OK,2024-06-01,168.25999450683594,1164404,4740,53.700000762939453,951.97998046875,111.76000213623047,290.3900146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KS,2024-06-01,186.27000427246094,1141368,4238,67.44000244140625,1042.719970703125,128.38999938964844,312.22000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IN,2024-06-01,211.52999877929688,1130905,4733,56.2599983215332,1183.050048828125,132.39999389648438,375.08999633789062,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KY,2024-06-01,194.55999755859375,1065054,4302,62.729999542236328,1125.5,132.83999633789062,338.07998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
