merch_state,month_date,accommodation_cost,transaction_count,unique_visitors,min_cost,max_cost,q25,q75,data_quality_flag,period_start,period_end,calculation_timestamp
KY,2024-01-01,161.21000671386719,724512,2741,58.450000762939453,978.40997314453125,114.04000091552734,261.55999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WA,2024-01-01,187.1300048828125,705432,2672,57.450000762939453,1784.3699951171875,120.29000091552734,337.239990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OR,2024-01-01,271.70999145507812,697297,2638,68.8499984741211,3315.06005859375,153.3699951171875,555.530029296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MI,2024-01-01,175.21000671386719,673681,2917,57.5,1042.31005859375,117.65000152587891,303.67001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NY,2024-01-01,211.07000732421875,622212,3291,60.639999389648438,2085.889892578125,133.25999450683594,405.67999267578125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IA,2024-01-01,173.17999267578125,587225,2269,65.0,912.83001708984375,124.59999847412109,287.239990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AR,2024-01-01,155.58000183105469,528336,2053,61.610000610351562,809.96002197265625,111.25,241.57000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
HI,2024-01-01,252.96000671386719,513587,1786,55.900001525878906,4106.52001953125,128.08000183105469,562.79998779296875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AL,2024-01-01,179.33000183105469,503460,2237,59.599998474121094,1013.5700073242188,121.65000152587891,302.04000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SC,2024-01-01,186.03999328613281,483163,2411,61.560001373291016,1514.8900146484375,123.29000091552734,360.07000732421875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MT,2024-01-01,184.71000671386719,448276,1457,73.709999084472656,1095.8199462890625,125.59999847412109,308.04000854492188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MD,2024-01-01,194.02000427246094,436485,1863,55.209999084472656,1675.22998046875,119.55999755859375,365.76998901367188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WV,2024-01-01,159.53999328613281,412801,1508,62.979999542236328,836.719970703125,112.5,263.02999877929688,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SD,2024-01-01,152.24000549316406,397178,1625,56.669998168945312,855.1500244140625,102.93000030517578,245.77999877929688,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
UT,2024-01-01,161.02000427246094,377300,1807,53.169998168945312,1273.2900390625,101.88999938964844,274.22000122070312,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NJ,2024-01-01,176.6300048828125,364433,1589,62.340000152587891,935.80999755859375,127.09999847412109,298.67001342773438,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WY,2024-01-01,147.8699951171875,357089,1149,65.19000244140625,1046.489990234375,110.94999694824219,239.05000305175781,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NE,2024-01-01,155.97999572753906,322758,1252,63.150001525878906,788.82000732421875,115.33000183105469,222.55000305175781,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MA,2024-01-01,203.11000061035156,282974,1205,58.0099983215332,1288.7099609375,120.45999908447266,354.510009765625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ID,2024-01-01,157.92999267578125,247528,922,61.159999847412109,986.280029296875,116.08999633789062,282.54998779296875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DC,2024-01-01,330.48001098632812,216042,874,60.159999847412109,2118.43994140625,168.3699951171875,710.27001953125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ND,2024-01-01,163.82000732421875,195448,870,72.120002746582031,785.8800048828125,120.04000091552734,251.38999938964844,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CT,2024-01-01,197.27999877929688,163100,706,69.30999755859375,1693.6400146484375,104.23000335693359,330.91000366210938,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NH,2024-01-01,213.41999816894531,73583,444,57.630001068115234,1240.280029296875,132.47000122070312,379.32998657226562,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DE,2024-01-01,161.55000305175781,65870,351,58.209999084472656,870.3499755859375,103.11000061035156,269.10000610351562,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ME,2024-01-01,200.88999938964844,55995,407,55.7400016784668,1150.199951171875,126.15000152587891,366.92999267578125,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VT,2024-01-01,257.82998657226562,48082,264,61.549999237060547,1664.1700439453125,146.63999938964844,502.1099853515625,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
RI,2024-01-01,264.1400146484375,33174,148,51.290000915527344,1220.5899658203125,151.55000305175781,658.03997802734375,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
XX,2024-01-01,1563.199951171875,6,2,60.970001220703125,1563.199951171875,1563.199951171875,1563.199951171875,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
FL,2024-02-01,240.28999328613281,3870881,15870,60.369998931884766,3639.760009765625,130.97000122070312,522.030029296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TX,2024-02-01,196.74000549316406,3528274,14251,58.400001525878906,1478.18994140625,121.97000122070312,372.76998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CA,2024-02-01,228.60000610351562,3355651,14161,60.529998779296875,2057.300048828125,128.97000122070312,439.98001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NV,2024-02-01,201.77999877929688,3076163,10270,60.819999694824219,1719.449951171875,113.80000305175781,384.69000244140625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TN,2024-02-01,191.75999450683594,1631708,6442,55.810001373291016,1513.56005859375,113.76999664306641,355.8900146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
LA,2024-02-01,199.08000183105469,1389698,4494,55.599998474121094,1423.93994140625,117.86000061035156,401.70999145507812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
GA,2024-02-01,197.8699951171875,1325532,5773,61.380001068115234,1323.18994140625,123.51999664306641,341.42001342773438,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VA,2024-02-01,179.66000366210938,1241299,4218,59.540000915527344,1127.4599609375,116.81999969482422,310.04998779296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IL,2024-02-01,187.77999877929688,1239869,4730,60.290000915527344,1048.25,123.25,315.80999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CO,2024-02-01,196.03999328613281,1189530,5204,59.020000457763672,1604.300048828125,119.41000366210938,376.239990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WI,2024-02-01,183.97999572753906,1158721,4883,63.549999237060547,952.80999755859375,122.59999847412109,293.1300048828125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
PA,2024-02-01,195.82000732421875,1114061,4455,60.2400016784668,1023.27001953125,129.32000732421875,347.58999633789062,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MO,2024-02-01,185.19000244140625,1080423,4251,57.549999237060547,1310.4599609375,123.18000030517578,325.35000610351562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AZ,2024-02-01,236.19000244140625,1071475,4568,57.439998626708984,2925.72998046875,122.22000122070312,507.27999877929688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OK,2024-02-01,152.58000183105469,1020420,3823,53.0099983215332,789.469970703125,104.94000244140625,258.42999267578125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KS,2024-02-01,171.94000244140625,1013579,3444,62.860000610351562,949.42999267578125,124.19000244140625,276.07998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NC,2024-02-01,195.46000671386719,996101,4509,60.849998474121094,1513.6199951171875,129.8699951171875,355.6400146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OH,2024-02-01,207.38999938964844,991809,4026,64.4000015258789,1106.739990234375,136.1199951171875,354.76998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MS,2024-02-01,146.67999267578125,990465,3350,54.930000305175781,716.1500244140625,98.279998779296875,221.60000610351562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KY,2024-02-01,174.30999755859375,932878,3602,58.689998626708984,1138.219970703125,120.87000274658203,305.79000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IN,2024-02-01,183.32000732421875,870898,3294,57.7400016784668,1164.1600341796875,126.48000335693359,330.07998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OR,2024-02-01,315.17999267578125,861118,3221,74.160003662109375,2656.7099609375,169.46000671386719,628.5,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WA,2024-02-01,196.66999816894531,808249,3219,56.459999084472656,1381.1500244140625,125.55999755859375,354.97000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MN,2024-02-01,197.91000366210938,786619,3474,59.669998168945312,1025.469970703125,132.58999633789062,325.010009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NM,2024-02-01,160.44000244140625,772190,3009,54.090000152587891,807.05999755859375,104.37999725341797,240.10000610351562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IA,2024-02-01,180.05999755859375,727171,2768,59.900001525878906,1138.1800537109375,127.01000213623047,312.760009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MI,2024-02-01,179.52000427246094,708899,3218,55.560001373291016,1063.489990234375,116.23999786376953,301.23001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AK,2024-02-01,207.42999267578125,677177,2216,53.979999542236328,1311.9000244140625,117.61000061035156,351.85000610351562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NY,2024-02-01,213.97000122070312,665782,3524,59.650001525878906,1882.68994140625,133.77999877929688,417.54000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AR,2024-02-01,161.47999572753906,634236,2478,62.950000762939453,793.95001220703125,112.52999877929688,254.00999450683594,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AL,2024-02-01,196.16000366210938,608544,2710,62.130001068115234,1348.9599609375,129.96000671386719,313.97000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SC,2024-02-01,191.75,570664,2984,58.9900016784668,1513.760009765625,127.48000335693359,357.3599853515625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MT,2024-02-01,187.89999389648438,486094,1556,75.629997253417969,1003.47998046875,129.32000732421875,326.64999389648438,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SD,2024-02-01,159.72999572753906,480971,1833,58.479999542236328,786.79998779296875,108.73999786376953,251.6199951171875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
HI,2024-02-01,264.55999755859375,470794,1699,56.279998779296875,3806.14990234375,128.1199951171875,559.82000732421875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WV,2024-02-01,172.52000427246094,454467,1690,69.169998168945312,887.66998291015625,119.05000305175781,290.29998779296875,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MD,2024-02-01,194.1300048828125,404472,1841,58.369998931884766,1411.0,124.37999725341797,326.6300048828125,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WY,2024-02-01,157.27999877929688,396432,1388,67.25,1034.9599609375,116.5,264.3599853515625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NE,2024-02-01,169.99000549316406,390301,1626,57.880001068115234,968.25,115.97000122070312,272.35000610351562,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
UT,2024-02-01,178.60000610351562,384473,1998,54.189998626708984,1232.0,108.48999786376953,296.239990234375,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NJ,2024-02-01,167.83999633789062,362852,1705,59.979999542236328,895.1500244140625,115.41000366210938,281.54000854492188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DC,2024-02-01,403.89999389648438,314210,1178,57.979999542236328,2299.25,167.02000427246094,941.3900146484375,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MA,2024-02-01,218.6199951171875,293326,1335,57.909999847412109,1557.1400146484375,129.32000732421875,380.5,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ID,2024-02-01,173.57000732421875,277771,1135,59.580001831054688,873.260009765625,122.68000030517578,287.83999633789062,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ND,2024-02-01,185.10000610351562,232061,988,70.4800033569336,800.969970703125,127.37999725341797,320.25,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CT,2024-02-01,181.53999328613281,164300,771,76.779998779296875,1003.8099975585938,104.65000152587891,325.26998901367188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NH,2024-02-01,241.0,91234,620,55.599998474121094,1164.8599853515625,145.92999267578125,440.26998901367188,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
ME,2024-02-01,190.80000305175781,72030,501,58.860000610351562,1309.75,131.49000549316406,372.3900146484375,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
DE,2024-02-01,178.05999755859375,64814,355,72.199996948242188,856.27001953125,108.76999664306641,327.5,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VT,2024-02-01,230.02999877929688,51320,293,65.180000305175781,1522.81005859375,149.58000183105469,478.66000366210938,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
RI,2024-02-01,238.8699951171875,24260,160,53.439998626708984,1299.0,175.25,496.6400146484375,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
FL,2024-03-01,232.88999938964844,4487938,17847,57.540000915527344,3608.3701171875,123.08000183105469,507.16000366210938,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TX,2024-03-01,196.66999816894531,4185622,17539,57.270000457763672,1417.510009765625,123.08000183105469,369.48001098632812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CA,2024-03-01,229.39999389648438,3752685,16111,61.389999389648438,1919.0799560546875,125.29000091552734,443.51998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NV,2024-03-01,200.75999450683594,3391663,11564,61.330001831054688,1550.050048828125,114.05000305175781,364.45999145507812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
TN,2024-03-01,204.69999694824219,2035569,8438,56.180000305175781,1474.5999755859375,124.27999877929688,359.20001220703125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
LA,2024-03-01,197.86000061035156,1661868,5489,56.9900016784668,1357.22998046875,120.01000213623047,368.95001220703125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IL,2024-03-01,189.91999816894531,1610982,6173,57.180000305175781,1179.300048828125,119.48000335693359,319.760009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
GA,2024-03-01,200.83999633789062,1602606,7126,61.459999084472656,1391.22998046875,129.07000732421875,342.67999267578125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
VA,2024-03-01,195.94999694824219,1542805,5593,61.200000762939453,1407.949951171875,123.98999786376953,338.41000366210938,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
CO,2024-03-01,197.66000366210938,1519520,6409,59.029998779296875,1592.2099609375,121.16999816894531,370.08999633789062,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WI,2024-03-01,196.47000122070312,1488796,5979,64.2300033569336,1059.6600341796875,127.76000213623047,316.77999877929688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MO,2024-03-01,188.69999694824219,1427883,5918,58.200000762939453,1138.4000244140625,119.54000091552734,342.25,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
PA,2024-03-01,203.58999633789062,1335068,5259,61.119998931884766,1127.06005859375,130.14999389648438,362.29998779296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OK,2024-03-01,158.08999633789062,1247271,4985,52.919998168945312,858.55999755859375,108.91000366210938,256.83999633789062,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AZ,2024-03-01,242.71000671386719,1187808,5116,57.930000305175781,2260.860107421875,123.72000122070312,476.05999755859375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NC,2024-03-01,195.1300048828125,1159527,5283,61.849998474121094,1624.760009765625,127.08999633789062,350.52999877929688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OH,2024-03-01,206.32000732421875,1142490,4873,63.479999542236328,1153.68994140625,138.07000732421875,358.489990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KS,2024-03-01,180.8800048828125,1141713,4209,62.700000762939453,963.94000244140625,127.5,301.3900146484375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MS,2024-03-01,151.85000610351562,1122754,3953,55.430000305175781,662.08001708984375,100.81999969482422,226.16000366210938,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
KY,2024-03-01,182.58999633789062,1120592,4390,62.7400016784668,1117.1700439453125,126.33999633789062,293.26998901367188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NM,2024-03-01,171.22000122070312,1026412,4163,55.169998168945312,889.08001708984375,107.76999664306641,248.36000061035156,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IN,2024-03-01,191.11000061035156,1005713,4063,56.7400016784668,1085.1300048828125,127.58999633789062,329.45999145507812,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
OR,2024-03-01,331.85000610351562,943385,3718,75.9800033569336,2416.429931640625,176.07000732421875,629.260009765625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
WA,2024-03-01,209.64999389648438,929861,3644,58.209999084472656,1412.2900390625,126.83000183105469,400.97000122070312,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MN,2024-03-01,199.44999694824219,926802,4041,56.790000915527344,1158.22998046875,126.48000335693359,347.8599853515625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AK,2024-03-01,223.67999267578125,903763,2834,53.139999389648438,1489.2900390625,125.45999908447266,377.54998779296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
IA,2024-03-01,187.88999938964844,821363,3292,65.860000610351562,950.969970703125,134.36000061035156,325.3699951171875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MI,2024-03-01,178.36000061035156,810944,3755,55.729999542236328,1068.3399658203125,114.61000061035156,301.3599853515625,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AL,2024-03-01,202.28999328613281,793817,3525,60.090000152587891,1526.6099853515625,130.14999389648438,349.54000854492188,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
AR,2024-03-01,163.63999938964844,785492,3330,59.779998779296875,862.260009765625,113.11000061035156,251.67999267578125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
NY,2024-03-01,235.72000122070312,753223,3921,58.040000915527344,2548.5400390625,143.58999633789062,450.32998657226562,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
SC,2024-03-01,210.88999938964844,677728,3630,64.620002746582031,1542.2900390625,134.78999328613281,401.989990234375,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MT,2024-03-01,202.33999633789062,588445,1928,78.800003051757812,1100.469970703125,133.24000549316406,347.6099853515625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
MD,2024-03-01,195.16000366210938,574907,2492,56.220001220703125,1423.0699462890625,121.05000305175781,356.29998779296875,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
HI,2024-03-01,270.44000244140625,560298,1951,57.409999847412109,3589.22998046875,148.44000244140625,557.6099853515625,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:28:50.264976 UTC
