merch_state,month_date,accommodation_cost,transaction_count,unique_visitors,min_cost,max_cost,q25,q75,data_quality_flag,period_start,period_end,calculation_timestamp
HI,2025-03-01,254.69999694824219,367362,1451,59.650001525878906,3537.60009765625,129.82000732421875,536.53997802734375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MD,2025-03-01,204.22000122070312,345257,1624,57.340000152587891,1685.9000244140625,129.77999877929688,363.70001220703125,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
SD,2025-03-01,171.58000183105469,343408,1496,59.979999542236328,955.5999755859375,119.41999816894531,268.75,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WV,2025-03-01,180.61000061035156,333651,1383,65.779998779296875,888.04998779296875,120.87000274658203,302.3699951171875,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
UT,2025-03-01,174.55000305175781,308043,1853,56.080001831054688,1098.1199951171875,110.01999664306641,277.1099853515625,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NE,2025-03-01,172.28999328613281,302429,1384,60.040000915527344,835.3499755859375,123.93000030517578,273.92999267578125,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NJ,2025-03-01,183.14999389648438,268922,1391,60.529998779296875,1025.8299560546875,122.90000152587891,313.72000122070312,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WY,2025-03-01,171.64999389648438,261145,1100,68.580001831054688,1536.989990234375,126.77999877929688,277.76998901367188,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
DC,2025-03-01,525.219970703125,244581,1044,64.970001220703125,2721.27001953125,221.64999389648438,1326.5,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ID,2025-03-01,193.92999267578125,231590,957,59.709999084472656,1089.6300048828125,127.97000122070312,351.97000122070312,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MA,2025-03-01,253.66000366210938,216427,1130,57.680000305175781,2010.260009765625,128.44000244140625,464.35000610351562,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ND,2025-03-01,193.99000549316406,157870,754,72.989997863769531,834.530029296875,133.77999877929688,322.16000366210938,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CT,2025-03-01,213.6199951171875,109755,961,73.139999389648438,1152.4599609375,113.69999694824219,350.83999633789062,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NH,2025-03-01,200.16000366210938,43269,282,53.180000305175781,960.91998291015625,143.47999572753906,289.6400146484375,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ME,2025-03-01,201.27999877929688,41179,344,63.819999694824219,845.80999755859375,125.0,363.010009765625,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
DE,2025-03-01,198.57000732421875,40209,273,66.75,1142.949951171875,127.91999816894531,312.1300048828125,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
RI,2025-03-01,299.83999633789062,26352,161,74.94000244140625,1180.1400146484375,188.77999877929688,532.77001953125,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
VT,2025-03-01,252.75999450683594,26106,178,77.3499984741211,2029.0899658203125,163.96000671386719,411.52999877929688,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
FL,2025-04-01,220.66999816894531,2417873,10273,58.200000762939453,3045.02001953125,123.01000213623047,483.02999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CA,2025-04-01,221.88999938964844,2191310,10579,58.200000762939453,2010.56005859375,121.98999786376953,438.29998779296875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
TX,2025-04-01,204.33000183105469,1877975,8839,57.810001373291016,1724.449951171875,126.97000122070312,397.54998779296875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NV,2025-04-01,211.33000183105469,1830303,7251,60.439998626708984,1547.22998046875,116.48999786376953,404.70001220703125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
TN,2025-04-01,206.58999633789062,1095902,4860,56.770000457763672,1579.219970703125,125.94000244140625,381.33999633789062,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IL,2025-04-01,214.44999694824219,956229,4017,59.330001831054688,1450.0799560546875,135.71000671386719,386.44000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
VA,2025-04-01,194.6199951171875,891101,3721,58.549999237060547,1481.31005859375,124.47000122070312,328.55999755859375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MO,2025-04-01,200.61000061035156,856283,3721,56.049999237060547,1168.949951171875,127.15000152587891,353.60000610351562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
LA,2025-04-01,202.63999938964844,822860,3091,53.9900016784668,1535.219970703125,118.47000122070312,362.010009765625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WI,2025-04-01,191.85000610351562,818813,3504,59.419998168945312,1040.6400146484375,125.40000152587891,308.75,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
GA,2025-04-01,210.47000122070312,818024,3961,59.630001068115234,1546.6500244140625,130.21000671386719,372.76998901367188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
PA,2025-04-01,208.14999389648438,788969,3468,60.049999237060547,1356.22998046875,136.96000671386719,369.26998901367188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CO,2025-04-01,194.3699951171875,787850,3970,57.5099983215332,1432.0899658203125,115.73000335693359,367.64999389648438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OH,2025-04-01,207.94000244140625,747141,3373,61.180000305175781,1173.27001953125,139.71000671386719,370.17001342773438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AZ,2025-04-01,230.22000122070312,738503,3283,59.919998168945312,1970.3499755859375,135.28999328613281,505.8900146484375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OK,2025-04-01,168.58999633789062,706526,2926,54.7599983215332,976.010009765625,117.06999969482422,282.8699951171875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IN,2025-04-01,210.03999328613281,670712,2810,58.529998779296875,1529.2099609375,141.27999877929688,392.94000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NC,2025-04-01,211.50999450683594,651363,3203,59.369998931884766,1638.1500244140625,136.11000061035156,377.64999389648438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OR,2025-04-01,293.260009765625,625991,2536,67.839996337890625,2489.18994140625,169.33000183105469,561.67999267578125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KS,2025-04-01,188.19000244140625,622834,2580,68.129997253417969,891.71002197265625,133.07000732421875,307.41000366210938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WA,2025-04-01,222.42999267578125,612725,2607,57.5,1407.5699462890625,136.22000122070312,398.239990234375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KY,2025-04-01,192.21000671386719,612194,2430,59.889999389648438,1175.6700439453125,132.67999267578125,327.07998657226562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MS,2025-04-01,153.52999877929688,570419,2256,54.040000915527344,796.41998291015625,99.800003051757812,240.74000549316406,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IA,2025-04-01,191.05999755859375,543138,2357,61.930000305175781,916.260009765625,133.42999267578125,311.69000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MN,2025-04-01,206.8800048828125,541017,2594,60.159999847412109,979.989990234375,130.99000549316406,349.989990234375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NM,2025-04-01,172.35000610351562,507712,2290,54.799999237060547,823.8900146484375,109.06999969482422,253.72000122070312,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MI,2025-04-01,183.61000061035156,453860,2380,56.970001220703125,1052.1700439453125,121.61000061035156,309.5,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NY,2025-04-01,226.25,436455,2463,58.389999389648438,2358.1298828125,134.57000732421875,423.1400146484375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MT,2025-04-01,211.41999816894531,434852,1439,83.209999084472656,1005.9199829101562,142.83000183105469,376.260009765625,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
SC,2025-04-01,217.55000305175781,402705,2257,66.55999755859375,2119.64990234375,132.80000305175781,435.04000854492188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AK,2025-04-01,199.44000244140625,400542,1537,52.470001220703125,1336.43994140625,110.51999664306641,333.67001342773438,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AL,2025-04-01,206.1199951171875,378529,1848,58.819999694824219,1224.510009765625,131.49000549316406,337.239990234375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AR,2025-04-01,168.47999572753906,360926,1739,60.200000762939453,862.20001220703125,123.48999786376953,274.20001220703125,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MD,2025-04-01,212.0,328344,1600,57.549999237060547,1542.800048828125,126.69999694824219,373.23001098632812,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
SD,2025-04-01,167.3800048828125,321084,1368,60.770000457763672,678.8800048828125,117.87999725341797,276.29000854492188,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
UT,2025-04-01,194.39999389648438,293463,1784,56.560001373291016,1237.949951171875,123.19000244140625,327.8599853515625,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WV,2025-04-01,176.24000549316406,283688,1119,62.529998779296875,875.45001220703125,124.48000335693359,263.3900146484375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WY,2025-04-01,166.00999450683594,279335,1110,69.760002136230469,900.1500244140625,120.86000061035156,268.1199951171875,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
HI,2025-04-01,274.25,275505,1148,62.610000610351562,3451.840087890625,133.3800048828125,556.239990234375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NE,2025-04-01,174.38999938964844,251688,1250,60.630001068115234,799.5999755859375,124.68000030517578,274.83999633789062,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NJ,2025-04-01,184.67999267578125,250371,1311,67.4800033569336,1032.8199462890625,133.39999389648438,299.04998779296875,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
DC,2025-04-01,497.3900146484375,228231,1027,70.379997253417969,2802.889892578125,208.97999572753906,1129.2099609375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ID,2025-04-01,195.30000305175781,221340,929,60.049999237060547,866.80999755859375,133.53999328613281,366.51998901367188,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MA,2025-04-01,241.13999938964844,211310,1117,56.330001831054688,1885.760009765625,129.6300048828125,428.54998779296875,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ND,2025-04-01,182.69999694824219,167249,724,74.949996948242188,889.25,123.04000091552734,312.51998901367188,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CT,2025-04-01,207.66999816894531,102629,932,60.0,1250.6600341796875,112.08999633789062,341.26998901367188,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ME,2025-04-01,245.17999267578125,42693,348,58.139999389648438,1074.699951171875,150.60000610351562,387.58999633789062,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
DE,2025-04-01,192.14999389648438,40023,256,62.779998779296875,822.77001953125,107.20999908447266,306.0,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NH,2025-04-01,178.03999328613281,37612,239,57.099998474121094,737.219970703125,129.97999572753906,325.26998901367188,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
VT,2025-04-01,229.50999450683594,21868,148,66.680000305175781,1256.75,145.02000427246094,318.20001220703125,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
RI,2025-04-01,287.97000122070312,18855,124,68.0199966430664,7059.8701171875,152.35000610351562,523.8699951171875,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
XX,2025-04-01,179.75,3,1,169.30999755859375,184.19000244140625,169.30999755859375,184.19000244140625,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
FL,2025-05-01,208.88999938964844,2238459,9951,56.439998626708984,3039.52001953125,114.54000091552734,455.489990234375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CA,2025-05-01,233.99000549316406,2096436,10335,60.840000152587891,1921.1800537109375,126.54000091552734,437.27999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
TX,2025-05-01,196.41999816894531,1917430,9269,55.5099983215332,1455.81005859375,120.70999908447266,368.54000854492188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NV,2025-05-01,202.71000671386719,1639471,6815,59.950000762939453,1609.219970703125,113.68000030517578,381.76998901367188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
TN,2025-05-01,207.69999694824219,1075165,5036,55.529998779296875,1597.75,124.56999969482422,390.26998901367188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IL,2025-05-01,217.58000183105469,963543,4061,57.389999389648438,1578.7099609375,136.02000427246094,400.1300048828125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CO,2025-05-01,204.47000122070312,883576,4475,56.659999847412109,1635.97998046875,122.01999664306641,390.27999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
VA,2025-05-01,204.52999877929688,882862,3835,57.110000610351562,1498.550048828125,130.33999633789062,354.75,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
PA,2025-05-01,222.75,831144,3837,62.299999237060547,1374.97998046875,144.03999328613281,394.19000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WI,2025-05-01,206.19999694824219,813376,3999,63.619998931884766,1097.3800048828125,137.85000610351562,330.79000854492188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MO,2025-05-01,196.27999877929688,807389,3857,57.520000457763672,1365.239990234375,124.87000274658203,338.07000732421875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
GA,2025-05-01,198.25999450683594,768430,3922,58.360000610351562,1372.7900390625,121.09999847412109,342.3599853515625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
LA,2025-05-01,185.53999328613281,752235,2989,55.189998626708984,1239.43994140625,112.44999694824219,325.29998779296875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OK,2025-05-01,173.80999755859375,743316,3109,56.700000762939453,902.719970703125,119.15000152587891,280.22000122070312,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OH,2025-05-01,218.83000183105469,743178,3541,63.459999084472656,1267.3499755859375,147.41999816894531,373.42999267578125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KS,2025-05-01,195.46000671386719,679197,2603,70.580001831054688,821.08001708984375,137.67999267578125,316.91000366210938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KY,2025-05-01,195.33999633789062,659661,2699,64.360000610351562,1070.050048828125,136.1300048828125,322.89999389648438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AZ,2025-05-01,210.47000122070312,629141,2930,58.0,1621.8199462890625,117.08999633789062,418.48001098632812,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OR,2025-05-01,315.6400146484375,625433,2649,74.4800033569336,2697.18994140625,181.42999267578125,619.07000732421875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IN,2025-05-01,208.00999450683594,613413,2741,60.900001525878906,1196.530029296875,131.33000183105469,361.739990234375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WA,2025-05-01,241.77000427246094,611815,2814,55.290000915527344,1403.8399658203125,135.99000549316406,428.17001342773438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NC,2025-05-01,210.25,598118,3390,59.319999694824219,1631.0999755859375,129.6300048828125,370.91000366210938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MS,2025-05-01,162.83999633789062,577841,2394,54.700000762939453,754.8699951171875,104.05999755859375,234.16000366210938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MN,2025-05-01,205.1300048828125,557203,2885,59.110000610351562,1225.199951171875,131.17999267578125,363.55999755859375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NM,2025-05-01,174.08999633789062,503483,2352,56.299999237060547,899.65997314453125,105.84999847412109,256.29000854492188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MI,2025-05-01,202.1300048828125,492926,2660,60.099998474121094,1151.1400146484375,128.53999328613281,352.32998657226562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NY,2025-05-01,241.42999267578125,479817,2780,57.049999237060547,2273.25,131.52999877929688,466.98001098632812,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IA,2025-05-01,187.96000671386719,450831,2224,61.630001068115234,1013.4400024414062,128.75999450683594,320.76998901367188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MT,2025-05-01,206.05999755859375,437362,1546,80.699996948242188,1171.9100341796875,140.3800048828125,364.69000244140625,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AL,2025-05-01,202.69000244140625,402320,2061,58.139999389648438,1370.9599609375,130.89999389648438,336.67001342773438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MD,2025-05-01,231.66999816894531,393548,1801,59.549999237060547,1523.4599609375,132.60000610351562,425.39999389648438,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
SC,2025-05-01,221.1300048828125,384454,2286,60.380001068115234,3267.679931640625,135.05000305175781,436.72000122070312,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AR,2025-05-01,171.1300048828125,378560,1925,63.2400016784668,878.21002197265625,122.22000122070312,256.22000122070312,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
SD,2025-05-01,179.36000061035156,324092,1609,60.630001068115234,872.260009765625,123.83999633789062,278.16000366210938,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AK,2025-05-01,234.72999572753906,320813,1357,53.279998779296875,2000.1099853515625,132.49000549316406,392.8599853515625,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WY,2025-05-01,185.11000061035156,300903,1372,68.4800033569336,1088.06005859375,128.91000366210938,279.42001342773438,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NE,2025-05-01,192.97999572753906,282208,1462,60.080001831054688,1047.6500244140625,130.72000122070312,329.05999755859375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WV,2025-05-01,176.19999694824219,280094,1242,63.25,1181.4599609375,119.48999786376953,274.67001342773438,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
UT,2025-05-01,185.94000244140625,278325,1722,54.400001525878906,1293.6099853515625,114.33999633789062,295.07998657226562,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NJ,2025-05-01,186.44999694824219,277076,1526,61.099998474121094,1100.1800537109375,134.05000305175781,321.8800048828125,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
HI,2025-05-01,252.6199951171875,262792,1191,61.310001373291016,3448.389892578125,138.41000366210938,479.1300048828125,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ID,2025-05-01,213.44999694824219,209676,1009,57.479999542236328,1185.6700439453125,142.10000610351562,364.82998657226562,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MA,2025-05-01,253.17999267578125,205761,1127,55.419998168945312,1928.010009765625,133.02000427246094,483.97000122070312,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
DC,2025-05-01,515.5999755859375,174825,800,62.119998931884766,2736.830078125,198.55999755859375,1159.8499755859375,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ND,2025-05-01,187.55999755859375,154748,735,79.300003051757812,774.22998046875,129.39999389648438,294.41000366210938,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CT,2025-05-01,210.94000244140625,95884,928,58.520000457763672,1370.199951171875,105.55999755859375,345.6199951171875,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
ME,2025-05-01,233.19999694824219,51656,477,56.979999542236328,1553.5,156.72999572753906,396.67001342773438,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
DE,2025-05-01,206.83999633789062,44745,326,72.110000610351562,999.3499755859375,114.62000274658203,331.66000366210938,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NH,2025-05-01,210.3800048828125,42864,313,82.410003662109375,1010.739990234375,142.66000366210938,363.58999633789062,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
RI,2025-05-01,305.70999145507812,23329,153,53.900001525878906,1137.260009765625,186.6300048828125,567.3900146484375,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
VT,2025-05-01,239.82000732421875,22821,170,76.930000305175781,1669.6099853515625,174.36000061035156,400.70999145507812,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
FL,2025-06-01,214.3800048828125,2939868,12802,56.330001831054688,2836.64990234375,118.40000152587891,453.70999145507812,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CA,2025-06-01,225.39999389648438,2723565,13628,60.0099983215332,2059.39990234375,118.19999694824219,429.1300048828125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
TX,2025-06-01,200.33000183105469,2711983,12911,57.610000610351562,1433.6300048828125,123.30999755859375,375.51998901367188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NV,2025-06-01,191.97000122070312,1967424,8065,60.380001068115234,1351.8299560546875,109.37000274658203,349.05999755859375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
TN,2025-06-01,207.69999694824219,1428216,6556,56.909999847412109,1692.739990234375,122.37000274658203,390.85000610351562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CO,2025-06-01,220.66000366210938,1252498,6493,56.060001373291016,1809.7099609375,130.61000061035156,435.42999267578125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IL,2025-06-01,224.16999816894531,1251198,5455,60.119998931884766,1735.47998046875,137.91999816894531,414.23001098632812,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
VA,2025-06-01,203.39999389648438,1205131,5092,59.340000152587891,1583.1099853515625,128.13999938964844,362.29000854492188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WI,2025-06-01,208.42999267578125,1142622,5495,61.409999847412109,1098.3399658203125,137.72000122070312,360.29000854492188,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
PA,2025-06-01,229.6300048828125,1074079,4794,62.479999542236328,1577.0699462890625,143.10000610351562,400.60000610351562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MO,2025-06-01,201.41999816894531,1068270,5311,56.459999084472656,1240.25,124.55000305175781,366.52999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
GA,2025-06-01,202.61000061035156,1034356,5270,58.150001525878906,1409.1800537109375,128.21000671386719,349.85000610351562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
LA,2025-06-01,190.97999572753906,1007312,3953,56.400001525878906,1239.1800537109375,109.44000244140625,341.760009765625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OH,2025-06-01,222.42999267578125,945109,4734,61.950000762939453,1145.010009765625,148.05000305175781,391.25,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OK,2025-06-01,168.39999389648438,875962,3929,54.080001831054688,1104.1199951171875,114.87999725341797,282.30999755859375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MS,2025-06-01,163.66000366210938,807286,3468,54.790000915527344,841.94000244140625,104.52999877929688,264.44000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IN,2025-06-01,200.64999389648438,803603,3610,58.270000457763672,1088.06005859375,129.85000610351562,357.69000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KY,2025-06-01,189.41000366210938,775051,3340,61.299999237060547,1156.6300048828125,133.3800048828125,327.3599853515625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
