merch_state,month_date,accommodation_cost,transaction_count,unique_visitors,min_cost,max_cost,q25,q75,data_quality_flag,period_start,period_end,calculation_timestamp
LA,2025-03-01,193.08999633789062,950634,3820,54.200000762939453,1431.6500244140625,111.52999877929688,337.52999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
CO,2025-03-01,197.39999389648438,949018,4522,58.130001068115234,1437.449951171875,120.13999938964844,389.17999267578125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
PA,2025-03-01,210.10000610351562,894467,3680,59.590000152587891,1115.699951171875,131.72999572753906,386.02999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OK,2025-03-01,167.6300048828125,865408,3580,54.599998474121094,1001.75,112.44000244140625,284.29998779296875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KS,2025-03-01,195.28999328613281,798937,3181,59.2400016784668,1013.969970703125,132.91999816894531,314.69000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AZ,2025-03-01,242.19999694824219,793754,3658,59.7400016784668,2246.260009765625,129.80999755859375,481.25,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
KY,2025-03-01,186.53999328613281,759219,3136,62.389999389648438,1116.1800537109375,129.08999633789062,316.19000244140625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OH,2025-03-01,207.1199951171875,734744,3379,61.540000915527344,1133.3599853515625,144.19000244140625,356.32998657226562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NC,2025-03-01,196.3800048828125,722558,3423,55.790000915527344,1449.3599853515625,131.35000610351562,349.07998657226562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IN,2025-03-01,203.52999877929688,697953,3089,56.7599983215332,1208.0899658203125,135.75999450683594,364.02999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MS,2025-03-01,156.58999633789062,651441,2690,54.0099983215332,718.32000732421875,99.9800033569336,247.64999389648438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
OR,2025-03-01,305.0,618925,2397,70.239997863769531,2398.47998046875,164.6300048828125,618.1300048828125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NM,2025-03-01,170.85000610351562,608368,2892,53.380001068115234,899.46002197265625,102.58999633789062,249.16000366210938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
WA,2025-03-01,198.78999328613281,606775,2671,54.2599983215332,1309.75,116.43000030517578,348.3900146484375,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MN,2025-03-01,204.78999328613281,579676,2783,56.380001068115234,1080.739990234375,132.75,357.16000366210938,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
IA,2025-03-01,187.94000244140625,563834,2395,61.689998626708984,1050.8599853515625,134.47999572753906,311.32000732421875,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MI,2025-03-01,182.69000244140625,503062,2505,57.400001525878906,986.58001708984375,120.58000183105469,312.27999877929688,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AK,2025-03-01,201.32000732421875,488082,1863,53.849998474121094,1334.469970703125,112.26999664306641,348.20001220703125,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
NY,2025-03-01,229.83999633789062,483532,2689,57.639999389648438,1860.530029296875,132.22000122070312,426.58999633789062,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AR,2025-03-01,162.67999267578125,474594,2022,58.970001220703125,834.20001220703125,115.08999633789062,262.89999389648438,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
AL,2025-03-01,207.60000610351562,469937,2295,56.439998626708984,1508.719970703125,133.46000671386719,356.3599853515625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
SC,2025-03-01,217.47999572753906,443769,2444,66.970001220703125,1751.6099853515625,138.94999694824219,420.20001220703125,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
MT,2025-03-01,204.72000122070312,420373,1482,78.209999084472656,959.8499755859375,138.82000732421875,343.44000244140625,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:26:31.003650 UTC
